,Date,Temperature,Precipitation,WindSpeed,WindDirection,Humidity,VaporPressure,DewPoint,LocalPressure,SeaLevelPressure,Sunshine,Radiation,Snow,3hourSnow,AmountofCloud,LowMiddleLevelClouds,CloudsShape,MinimumCloudHeight,Visibility,GroundCondition,GroundTemperature,Soil5cm,Soil10cm,Soil20cm,Soil30cm
12601,1997-12-23 18:00,8.1,,1.0,50.0,44.0,4.7,-3.6,1015.0,1025.6,,0.0,,,3.0,3.0,Sc,10.0,2700.0,,,,,,
12602,1997-12-23 19:00,7.0,,1.3,70.0,,,,,,,,,,,,,,,,,,,,
12603,1997-12-23 20:00,6.4,,2.0,70.0,,,,,,,,,,,,,,,,,,,,
12604,1997-12-23 21:00,5.8,,2.0,90.0,50.0,4.6,-3.8,1016.0,1026.9,,,,,1.0,1.0,Sc,15.0,2500.0,1.0,1.0,3.3,4.9,5.6,5.7
12605,1997-12-23 22:00,5.2,,2.8,90.0,,,,,,,,,,,,,,,,,,,,
12606,1997-12-23 23:00,4.9,,2.7,90.0,,,,,,,,,,,,,,,,,,,,
12607,1997-12-24 00:00,4.5,,2.5,90.0,53.0,4.5,-4.1,1016.3,1027.3,,,,,8.0,8.0,Ac,30.0,2700.0,,,,,,
12608,1997-12-24 01:00,,,3.0,90.0,,,,,,,,,,,,,,,,,,,,
12609,1997-12-24 02:00,,,3.2,90.0,,,,,,,,,,,,,,,,,,,,
12610,1997-12-24 03:00,3.8,,3.3,90.0,54.0,4.3,-4.7,1016.2,1027.1,,,,,8.0,8.0,Ac,30.0,2700.0,1.0,1.0,2.1,3.5,4.7,5.6
12611,1997-12-24 04:00,3.6,,2.3,90.0,,,,,,,,,,,,,,,,,,,,
12612,1997-12-24 05:00,3.0,,2.0,90.0,,,,,,,,,,,,,,,,,,,,
12613,1997-12-24 06:00,2.6,,2.2,70.0,62.0,4.6,-3.8,1016.0,1027.0,,,,,0.0,0.0,,,2700.0,,,,,,
12614,1997-12-24 07:00,2.4,,1.3,70.0,,,,,,,,,,,,,,,,,,,,
12615,1997-12-24 08:00,2.3,,2.5,90.0,,,,,,0.1,0.0,,,,,,,,,,,,,
12616,1997-12-24 09:00,3.0,,2.5,90.0,64.0,4.9,-3.0,1017.2,1028.2,1.0,0.14,,,0.0,0.0,,,2700.0,4.0,0.1,1.4,2.7,4.2,5.2
12617,1997-12-24 10:00,5.0,,2.0,90.0,,,,,,1.0,0.45,,,,,,,,,,,,,
12618,1997-12-24 11:00,6.4,,1.8,90.0,,,,,,1.0,0.98,,,,,,,,,,,,,
12619,1997-12-24 12:00,7.6,,2.2,90.0,45.0,4.8,-3.3,1017.1,1027.9,1.0,1.4,,,0.0,0.0,,,2200.0,,,,,,
12620,1997-12-24 13:00,8.9,,1.2,110.0,,,,,,1.0,1.44,,,,,,,,,,,,,
12621,1997-12-24 14:00,9.3,,1.0,140.0,,,,,,1.0,1.34,,,,,,,,,,,,,
12622,1997-12-24 15:00,9.2,,1.3,20.0,38.0,4.4,-4.4,1015.3,1025.9,1.0,0.98,,,0.0,0.0,,,2200.0,1.0,11.6,7.5,6.0,4.7,5.4
12623,1997-12-24 16:00,9.0,,0.8,50.0,,,,,,0.7,0.59,,,,,,,,,,,,,
12624,1997-12-24 17:00,8.1,,2.5,290.0,,,,,,0.0,0.15,,,,,,,,,,,,,
12625,1997-12-24 18:00,6.7,,3.0,320.0,47.0,4.7,-3.6,1015.5,1026.3,,0.0,,,0.0,0.0,,,2000.0,,,,,,
12626,1997-12-24 19:00,6.4,,3.3,360.0,,,,,,,,,,,,,,,,,,,,
12627,1997-12-24 20:00,5.8,,0.8,360.0,,,,,,,,,,,,,,,,,,,,
12628,1997-12-24 21:00,4.8,,0.0,0.0,56.0,4.8,-3.3,1016.8,1027.8,,,,,0.0,0.0,,,1500.0,4.0,-0.1,2.3,4.2,5.0,5.5
12629,1997-12-24 22:00,4.5,,0.2,0.0,,,,,,,,,,,,,,,,,,,,
12630,1997-12-24 23:00,4.1,,0.2,0.0,,,,,,,,,,,,,,,,,,,,
12631,1997-12-25 00:00,3.3,,1.2,20.0,68.0,5.3,-1.9,1017.2,1028.2,,,,,0.0,0.0,,,1000.0,,,,,,
12632,1997-12-25 01:00,,,1.5,70.0,,,,,,,,,,,,,,,,,,,,
12633,1997-12-25 02:00,,,0.7,70.0,,,,,,,,,,,,,,,,,,,,
12634,1997-12-25 03:00,1.5,,1.3,50.0,78.0,5.3,-1.9,1018.0,1029.1,,,,,0.0,0.0,,,800.0,4.0,-1.0,1.2,3.8,4.3,5.2
12635,1997-12-25 04:00,,,0.8,90.0,,,,,,,,,,,,,,,,,,,,
12636,1997-12-25 05:00,0.9,,1.7,70.0,,,,,,,,,,,,,,,,,,,,
12637,1997-12-25 06:00,0.8,,1.5,70.0,81.0,5.3,-1.9,1018.0,1029.1,,,,,0.0,0.0,,,800.0,,,,,,
12638,1997-12-25 07:00,0.8,,1.5,90.0,,,,,,,,,,,,,,,,,,,,
12639,1997-12-25 08:00,0.7,,1.3,70.0,,,,,,0.0,0.0,,,,,,,,,,,,,
12640,1997-12-25 09:00,2.1,,1.8,90.0,76.0,5.4,-1.7,1019.4,1030.4,0.8,0.15,,,0.0,0.0,,,2000.0,4.0,-0.2,0.9,2.4,3.6,4.8
12641,1997-12-25 10:00,4.9,,1.3,90.0,,,,,,1.0,0.48,,,,,,,,,,,,,
12642,1997-12-25 11:00,6.7,,1.8,70.0,,,,,,1.0,1.01,,,,,,,,,,,,,
12643,1997-12-25 12:00,7.8,,1.5,110.0,47.0,4.9,-3.0,1019.0,1029.7,1.0,1.42,,,0.0,0.0,,,1500.0,,,,,,
12644,1997-12-25 13:00,9.7,,1.8,90.0,,,,,,1.0,1.62,,,,,,,,,,,,,
12645,1997-12-25 14:00,10.0,,1.2,90.0,,,,,,1.0,1.5,,,,,,,,,,,,,
12646,1997-12-25 15:00,10.2,,1.7,50.0,31.0,3.9,-6.0,1017.3,1028.0,1.0,1.09,,,0.0,0.0,,,1500.0,1.0,12.3,7.9,5.0,4.1,4.7
12647,1997-12-25 16:00,9.6,,1.2,50.0,,,,,,1.0,0.68,,,,,,,,,,,,,
12648,1997-12-25 17:00,8.5,,1.2,20.0,,,,,,0.1,0.19,,,,,,,,,,,,,
12649,1997-12-25 18:00,7.0,,2.3,340.0,41.0,4.1,-5.4,1017.7,1028.6,,0.0,,,0.0,0.0,,,1500.0,,,,,,
12650,1997-12-25 19:00,6.4,,2.0,320.0,,,,,,,,,,,,,,,,,,,,
12651,1997-12-25 20:00,5.7,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
12652,1997-12-25 21:00,5.4,,0.0,0.0,57.0,5.1,-2.5,1018.0,1029.0,,,,,0.0,0.0,,,1500.0,1.0,0.0,2.0,3.6,4.7,5.0
12653,1997-12-25 22:00,4.5,,0.8,50.0,,,,,,,,,,,,,,,,,,,,
12654,1997-12-25 23:00,4.1,,0.8,50.0,,,,,,,,,,,,,,,,,,,,
12655,1998-12-19 00:00,9.0,,1.0,270.0,71.0,8.1,3.9,1008.4,1019.1,,,,,8.0,8.0,Sc,9.0,1200.0,,,,,,
12656,1998-12-19 01:00,9.2,,1.3,290.0,,,,,,,,,,,,,,,,,,,,
12657,1998-12-19 02:00,9.2,,2.0,290.0,,,,,,,,,,,,,,,,,,,,
12658,1998-12-19 03:00,9.3,,2.3,290.0,86.0,10.2,7.3,1007.8,1018.4,,,,,10.0,10.0,As,28.0,700.0,0.0,6.2,5.5,5.0,5.0,5.1
12659,1998-12-19 04:00,9.2,,1.5,270.0,,,,,,,,,,,,,,,,,,,,
12660,1998-12-19 05:00,9.1,,0.5,270.0,,,,,,,,,,,,,,,,,,,,
12661,1998-12-19 06:00,9.1,,2.3,250.0,90.0,10.4,7.5,1006.7,1017.3,,,,,10.0,10.0,As,28.0,700.0,,,,,,
12662,1998-12-19 07:00,9.0,,1.7,290.0,,,,,,,,,,,,,,,,,,,,
12663,1998-12-19 08:00,9.0,,2.3,290.0,,,,,,0.0,0.0,,,,,,,,,,,,,
12664,1998-12-19 09:00,8.7,,2.7,290.0,86.0,9.7,6.5,1007.4,1018.0,0.0,0.02,,,8.0,0.0,Ci,,250.0,0.0,6.3,6.4,5.7,5.5,5.3
12665,1998-12-19 10:00,8.8,,4.0,290.0,,,,,,0.0,0.26,,,,,,,,,,,,,
12666,1998-12-19 11:00,9.0,,2.5,290.0,,,,,,0.1,0.49,,,,,,,,,,,,,
12667,1998-12-19 12:00,8.8,,3.0,290.0,70.0,8.0,3.8,1007.3,1017.9,1.0,0.83,,,3.0,3.0,Sc,9.0,300.0,,,,,,
12668,1998-12-19 13:00,10.1,,5.7,290.0,,,,,,1.0,1.26,,,,,,,,,,,,,
12669,1998-12-19 14:00,10.6,,4.2,270.0,,,,,,1.0,1.34,,,,,,,,,,,,,
12670,1998-12-19 15:00,10.2,,3.7,320.0,21.0,2.7,-10.7,1006.1,1016.6,1.0,1.08,,,0.0,0.0,,,1200.0,0.0,11.1,9.5,7.7,5.9,5.6
12671,1998-12-19 16:00,9.7,,5.3,270.0,,,,,,1.0,0.66,,,,,,,,,,,,,
12672,1998-12-19 17:00,8.0,,4.8,290.0,,,,,,0.3,0.18,,,,,,,,,,,,,
12673,1998-12-19 18:00,6.5,,5.3,290.0,24.0,2.3,-12.7,1007.3,1017.9,,0.0,,,0.0,0.0,,,2000.0,,,,,,
12674,1998-12-19 19:00,5.4,,3.3,290.0,,,,,,,,,,,,,,,,,,,,
12675,1998-12-19 20:00,4.2,,6.0,290.0,,,,,,,,,,,,,,,,,,,,
12676,1998-12-19 21:00,3.1,,3.3,290.0,27.0,2.1,-13.9,1009.6,1020.4,,,,,0.0,0.0,,,2000.0,0.0,0.2,2.8,5.1,6.2,6.0
12677,1998-12-19 22:00,2.7,,2.5,290.0,,,,,,,,,,,,,,,,,,,,
12678,1998-12-19 23:00,1.8,,0.8,290.0,,,,,,,,,,,,,,,,,,,,
12679,1998-12-20 00:00,1.0,,1.7,290.0,35.0,2.3,-12.7,1011.3,1022.1,,,,,0.0,0.0,,,2000.0,,,,,,
12680,1998-12-20 01:00,,,1.7,290.0,,,,,,,,,,,,,,,,,,,,
12681,1998-12-20 02:00,,,1.0,290.0,,,,,,,,,,,,,,,,,,,,
12682,1998-12-20 03:00,-0.3,,1.0,320.0,41.0,2.5,-11.7,1011.7,1022.7,,,,,0.0,0.0,,,2000.0,0.0,-2.6,1.0,3.3,5.1,5.6
12683,1998-12-20 04:00,-0.5,,0.8,290.0,,,,,,,,,,,,,,,,,,,,
12684,1998-12-20 05:00,-0.7,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
12685,1998-12-20 06:00,-0.9,,2.0,320.0,51.0,2.9,-9.8,1011.7,1022.7,,,,,0.0,0.0,,,2000.0,,,,,,
12686,1998-12-20 07:00,-1.2,,0.7,360.0,,,,,,,,,,,,,,,,,,,,
12687,1998-12-20 08:00,-1.6,,0.7,50.0,,,,,,0.0,0.0,,,,,,,,,,,,,
12688,1998-12-20 09:00,-1.1,,1.0,50.0,50.0,2.8,-10.3,1011.9,1023.0,1.0,0.1,,,0.0,0.0,,,1800.0,0.0,-2.8,0.2,2.2,4.2,5.1
12689,1998-12-20 10:00,1.5,,1.0,50.0,,,,,,1.0,0.29,,,,,,,,,,,,,
12690,1998-12-20 11:00,3.9,,0.8,230.0,,,,,,1.0,0.82,,,,,,,,,,,,,
12691,1998-12-20 12:00,4.7,,3.0,290.0,34.0,2.9,-9.8,1012.2,1023.0,1.0,1.29,,,0.0,0.0,,,1500.0,,,,,,
12692,1998-12-20 13:00,5.7,,3.2,290.0,,,,,,1.0,1.51,,,,,,,,,,,,,
12693,1998-12-20 14:00,6.4,,3.0,340.0,,,,,,1.0,1.41,,,,,,,,,,,,,
12694,1998-12-20 15:00,6.7,,4.0,320.0,25.0,2.6,-11.2,1011.8,1022.6,1.0,1.06,,,0.0,0.0,,,2000.0,0.0,7.6,4.6,3.6,3.7,4.8
12695,1998-12-20 16:00,6.6,,0.3,320.0,,,,,,1.0,0.65,,,,,,,,,,,,,
12696,1998-12-20 17:00,6.0,,1.8,360.0,,,,,,0.3,0.17,,,,,,,,,,,,,
12697,1998-12-20 18:00,4.7,,2.2,360.0,28.0,2.4,-12.2,1012.3,1023.1,,0.0,,,0.0,0.0,,,2000.0,,,,,,
12698,1998-12-20 19:00,3.8,,3.3,320.0,,,,,,,,,,,,,,,,,,,,
12699,1998-12-20 20:00,2.9,,1.0,340.0,,,,,,,,,,,,,,,,,,,,
12700,1998-12-20 21:00,2.4,,1.5,320.0,37.0,2.7,-10.7,1012.3,1023.3,,,,,0.0,0.0,,,1800.0,0.0,-1.2,1.4,3.0,4.2,4.9
12701,1998-12-20 22:00,1.9,,0.7,50.0,,,,,,,,,,,,,,,,,,,,
12702,1998-12-20 23:00,1.5,,1.0,50.0,,,,,,,,,,,,,,,,,,,,
12703,1998-12-21 00:00,0.9,,1.8,50.0,43.0,2.8,-10.3,1012.0,1023.0,,,,,0.0,0.0,,,1200.0,,,,,,
12704,1998-12-21 01:00,0.5,,1.2,50.0,,,,,,,,,,,,,,,,,,,,
12705,1998-12-21 02:00,0.5,,1.0,50.0,,,,,,,,,,,,,,,,,,,,
12706,1998-12-21 03:00,-0.4,,1.8,50.0,56.0,3.3,-8.2,1012.6,1023.7,,,,,0.0,0.0,,,1200.0,0.0,-2.9,0.4,2.0,3.7,4.6
12707,1998-12-21 04:00,-0.9,,1.5,90.0,,,,,,,,,,,,,,,,,,,,
12708,1998-12-21 05:00,-0.9,,0.7,50.0,,,,,,,,,,,,,,,,,,,,
12709,1998-12-21 06:00,-0.8,,1.0,50.0,56.0,3.3,-8.2,1012.2,1023.3,,,,,0.0,0.0,,,1000.0,,,,,,
12710,1998-12-21 07:00,-0.6,,1.0,90.0,,,,,,,,,,,,,,,,,,,,
12711,1998-12-21 08:00,-0.9,,1.7,70.0,,,,,,0.0,0.0,,,,,,,,,,,,,
12712,1998-12-21 09:00,0.2,,2.2,90.0,54.0,3.5,-7.4,1012.7,1023.8,0.7,0.1,,,0.0,0.0,,,1800.0,0.0,-2.0,-0.2,1.5,3.1,4.4
12713,1998-12-21 10:00,2.5,,1.8,70.0,,,,,,1.0,0.31,,,,,,,,,,,,,
12714,1998-12-21 11:00,4.7,,2.0,110.0,,,,,,1.0,0.85,,,,,,,,,,,,,
12715,1998-12-21 12:00,6.7,,2.2,70.0,32.0,3.1,-9.0,1011.4,1022.1,1.0,1.33,,,0.0,0.0,,,1500.0,,,,,,
12716,1998-12-21 13:00,8.3,,1.5,70.0,,,,,,1.0,1.37,,,,,,,,,,,,,
12717,1998-12-21 14:00,9.5,,1.2,50.0,,,,,,1.0,1.24,,,,,,,,,,,,,
12718,1998-12-21 15:00,10.3,,1.5,70.0,24.0,3.1,-9.0,1009.6,1020.0,1.0,0.9,,,0.0,0.0,,,1200.0,0.0,8.2,4.0,2.8,3.1,4.1
12719,1998-12-21 16:00,10.3,,1.0,50.0,,,,,,0.7,0.51,,,,,,,,,,,,,
12720,1998-12-21 17:00,9.3,,0.7,50.0,,,,,,0.0,0.11,,,,,,,,,,,,,
12721,1998-12-21 18:00,7.9,,0.5,20.0,27.0,3.0,-9.4,1009.4,1020.0,,0.0,,,2.0,0.0,Ci,,1200.0,,,,,,
12722,1998-12-21 19:00,7.0,,0.8,360.0,,,,,,,,,,,,,,,,,,,,
12723,1998-12-21 20:00,6.5,,2.0,320.0,,,,,,,,,,,,,,,,,,,,
12724,1998-12-21 21:00,6.2,,2.0,320.0,38.0,3.7,-6.7,1010.0,1020.7,,,,,0.0,0.0,,,1500.0,0.0,-0.2,1.2,2.5,3.6,4.2
12725,1998-12-21 22:00,5.9,,1.0,320.0,,,,,,,,,,,,,,,,,,,,
12726,1998-12-21 23:00,5.4,,1.0,50.0,,,,,,,,,,,,,,,,,,,,
12727,1998-12-22 00:00,4.8,,1.0,50.0,49.0,4.3,-4.7,1010.4,1021.1,,,,,0.0,0.0,,,1500.0,,,,,,
12728,1998-12-22 01:00,,,1.5,50.0,,,,,,,,,,,,,,,,,,,,
12729,1998-12-22 02:00,,,1.3,50.0,,,,,,,,,,,,,,,,,,,,
12730,1998-12-22 03:00,4.0,,1.3,70.0,55.0,4.4,-4.4,1010.2,1021.0,,,,,7.0,7.0,Sc,9.0,1500.0,0.0,0.0,0.8,2.0,3.2,4.2
12731,1998-12-22 04:00,3.9,,1.5,270.0,,,,,,,,,,,,,,,,,,,,
12732,1998-12-22 05:00,4.1,,1.0,270.0,,,,,,,,,,,,,,,,,,,,
12733,1998-12-22 06:00,4.7,,0.8,270.0,57.0,4.9,-3.0,1009.7,1020.4,,,,,7.0,7.0,Sc,9.0,1500.0,,,,,,
12734,1998-12-22 07:00,5.0,,0.8,270.0,,,,,,,,,,,,,,,,,,,,
12735,1998-12-22 08:00,4.7,,1.3,270.0,,,,,,0.0,0.0,,,,,,,,,,,,,
12736,1998-12-22 09:00,5.1,,1.5,250.0,75.0,6.7,1.3,1010.5,1021.2,0.0,0.07,,,0.0,0.0,,,700.0,0.0,0.0,1.0,2.0,2.9,4.0
12737,1998-12-22 10:00,6.0,,2.2,340.0,,,,,,0.7,0.31,,,,,,,,,,,,,
12738,1998-12-22 11:00,7.0,,2.7,320.0,,,,,,1.0,0.77,,,,,,,,,,,,,
12739,1998-12-22 12:00,8.0,,2.3,320.0,58.0,6.2,0.2,1010.2,1020.8,1.0,1.13,,,0.0,0.0,,,450.0,,,,,,
12740,1998-12-22 13:00,8.8,,2.3,290.0,,,,,,1.0,1.18,,,,,,,,,,,,,
12741,1998-12-22 14:00,8.6,,1.5,320.0,,,,,,1.0,0.89,,,,,,,,,,,,,
12742,1998-12-22 15:00,9.0,,2.3,320.0,43.0,5.0,-2.7,1008.0,1018.7,0.4,0.68,,,9.0,0.0,Ci,,800.0,0.0,7.6,4.1,3.2,3.6,4.1
12743,1998-12-22 16:00,8.3,,3.3,290.0,,,,,,0.0,0.36,,,,,,,,,,,,,
12744,1998-12-22 17:00,7.6,,3.7,320.0,,,,,,0.0,0.13,,,,,,,,,,,,,
12745,1998-12-22 18:00,6.5,,3.3,320.0,54.0,5.3,-1.9,1008.7,1019.4,,0.0,,,8.0,0.0,Ci,,800.0,,,,,,
12746,1998-12-22 19:00,6.1,,4.7,290.0,,,,,,,,,,,,,,,,,,,,
12747,1998-12-22 20:00,5.7,,3.7,290.0,,,,,,,,,,,,,,,,,,,,
12748,1998-12-22 21:00,5.1,,1.3,320.0,61.0,5.3,-1.9,1008.4,1019.3,,,,,6.0,0.0,Ci,,600.0,0.0,0.6,2.6,4.0,4.6,4.6
12749,1998-12-22 22:00,4.9,,2.5,290.0,,,,,,,,,,,,,,,,,,,,
12750,1998-12-22 23:00,4.3,,2.5,320.0,,,,,,,,,,,,,,,,,,,,
12751,1998-12-23 00:00,3.5,,2.2,290.0,71.0,5.6,-1.2,1007.8,1018.6,,,,,3.0,0.0,Ci,,500.0,,,,,,
12752,1998-12-23 01:00,2.9,,1.3,290.0,,,,,,,,,,,,,,,,,,,,
12753,1998-12-23 02:00,2.2,,2.0,290.0,,,,,,,,,,,,,,,,,,,,
12754,1998-12-23 03:00,1.6,,2.2,290.0,78.0,5.3,-1.9,1008.4,1019.4,,,,,4.0,0.0,Ci,,450.0,0.0,-0.4,1.5,2.8,4.0,4.6
12755,1998-12-23 04:00,1.0,,0.8,290.0,,,,,,,,,,,,,,,,,,,,
12756,1998-12-23 05:00,0.4,,2.2,320.0,,,,,,,,,,,,,,,,,,,,
12757,1998-12-23 06:00,0.0,,2.5,320.0,87.0,5.3,-1.9,1008.4,1019.4,,,,,2.0,0.0,Ci,,450.0,,,,,,
12758,1998-12-23 07:00,-0.4,,1.5,270.0,,,,,,,,,,,,,,,,,,,,
12759,1998-12-23 08:00,-0.6,,1.7,290.0,,,,,,0.0,0.0,,,,,,,,,,,,,
12760,1998-12-23 09:00,-0.2,,2.5,290.0,87.0,5.3,-1.9,1009.6,1020.6,0.8,0.09,,,0.0,0.0,,,500.0,0.0,-1.0,0.6,2.0,3.4,4.5
12761,1998-12-23 10:00,1.3,,2.2,290.0,,,,,,1.0,0.32,,,,,,,,,,,,,
12762,1998-12-23 11:00,3.0,,3.2,320.0,,,,,,1.0,0.89,,,,,,,,,,,,,
12763,1998-12-23 12:00,4.3,,4.3,320.0,62.0,5.2,-2.2,1009.8,1020.6,1.0,1.31,,,0.0,0.0,,,800.0,,,,,,
12764,1998-12-23 13:00,5.4,,3.5,270.0,,,,,,1.0,1.35,,,,,,,,,,,,,
12765,1998-12-23 14:00,6.3,,2.2,290.0,,,,,,1.0,1.26,,,,,,,,,,,,,
12766,1998-12-23 15:00,6.8,,3.2,290.0,44.0,4.4,-4.4,1009.4,1020.0,1.0,0.99,,,0.0,0.0,,,1200.0,0.0,8.4,5.8,4.2,3.5,4.2
12767,1998-12-23 16:00,6.6,,3.2,320.0,,,,,,1.0,0.59,,,,,,,,,,,,,
12768,1998-12-23 17:00,5.5,,4.0,290.0,,,,,,0.0,0.16,,,,,,,,,,,,,
12769,1998-12-23 18:00,4.9,,3.0,320.0,52.0,4.5,-4.1,1010.7,1021.5,,0.0,,,0.0,0.0,,,1500.0,,,,,,
12770,1998-12-23 19:00,4.6,,2.0,320.0,,,,,,,,,,,,,,,,,,,,
12771,1998-12-23 20:00,3.9,,5.0,340.0,,,,,,,,,,,,,,,,,,,,
12772,1998-12-23 21:00,3.1,,2.3,340.0,50.0,3.8,-6.4,1011.9,1022.9,,,,,0.0,0.0,,,1500.0,0.0,0.0,2.2,3.1,4.1,4.3
12773,1998-12-23 22:00,2.5,,1.5,290.0,,,,,,,,,,,,,,,,,,,,
12774,1998-12-23 23:00,2.1,,2.0,320.0,,,,,,,,,,,,,,,,,,,,
12775,1998-12-24 00:00,1.6,,1.8,320.0,55.0,3.7,-6.7,1013.4,1024.3,,,,,0.0,0.0,,,1200.0,,,,,,
12776,1998-12-24 01:00,1.0,,0.2,0.0,,,,,,,,,,,,,,,,,,,,
12777,1998-12-24 02:00,0.2,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
12778,1998-12-24 03:00,0.0,,1.2,290.0,64.0,4.0,-5.7,1014.7,1025.7,,,,,0.0,0.0,,,800.0,0.0,-2.9,0.5,2.1,3.4,4.2
12779,1998-12-24 04:00,-0.3,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
12780,1998-12-24 05:00,-1.1,,0.8,70.0,,,,,,,,,,,,,,,,,,,,
12781,1998-12-24 06:00,-1.3,,1.2,50.0,75.0,4.1,-5.4,1014.9,1025.9,,,,,0.0,0.0,,,800.0,,,,,,
12782,1998-12-24 07:00,-1.9,,1.3,50.0,,,,,,,,,,,,,,,,,,,,
12783,1998-12-24 08:00,-1.6,,0.8,50.0,,,,,,0.0,0.0,,,,,,,,,,,,,
12784,1998-12-24 09:00,-1.0,,1.5,50.0,75.0,4.2,-5.0,1016.2,1027.3,0.7,0.08,,,0.0,0.0,,,500.0,0.0,-3.2,-0.3,1.4,2.6,4.2
12785,1998-12-24 10:00,1.1,,1.3,50.0,,,,,,1.0,0.29,,,,,,,,,,,,,
12786,1998-12-24 11:00,3.2,,0.8,90.0,,,,,,1.0,0.81,,,,,,,,,,,,,
12787,1998-12-24 12:00,4.8,,1.0,70.0,54.0,4.6,-3.8,1015.9,1026.9,1.0,1.13,,,0.0,0.0,,,500.0,,,,,,
12788,1998-12-24 13:00,6.2,,1.3,250.0,,,,,,1.0,1.18,,,,,,,,,,,,,
12789,1998-12-24 14:00,6.9,,1.7,290.0,,,,,,1.0,1.1,,,,,,,,,,,,,
12790,1998-12-24 15:00,7.7,,1.8,270.0,44.0,4.7,-3.6,1014.1,1024.7,1.0,0.84,,,0.0,0.0,,,500.0,0.0,6.4,3.0,2.4,2.7,3.9
12791,1998-12-24 16:00,6.8,,2.8,320.0,,,,,,0.4,0.49,,,,,,,,,,,,,
12792,1998-12-24 17:00,5.6,,2.8,290.0,,,,,,0.0,0.14,,,,,,,,,,,,,
12793,1998-12-24 18:00,4.8,,3.0,290.0,48.0,4.1,-5.4,1014.5,1025.2,,0.0,,,0.0,0.0,,,700.0,,,,,,
12794,1998-12-24 19:00,3.9,,1.5,290.0,,,,,,,,,,,,,,,,,,,,
12795,1998-12-24 20:00,3.3,,2.3,320.0,,,,,,,,,,,,,,,,,,,,
12796,1998-12-24 21:00,2.7,,1.5,320.0,60.0,4.5,-4.1,1015.0,1025.9,,,,,0.0,0.0,,,1200.0,0.0,-0.8,1.0,2.2,3.2,3.8
12797,1998-12-24 22:00,2.4,,2.3,290.0,,,,,,,,,,,,,,,,,,,,
12798,1998-12-24 23:00,2.0,,1.5,320.0,,,,,,,,,,,,,,,,,,,,
12799,1998-12-25 00:00,1.6,,1.3,340.0,62.0,4.3,-4.7,1014.5,1025.3,,,,,0.0,0.0,,,1500.0,,,,,,
12800,1998-12-25 01:00,0.9,,0.8,20.0,,,,,,,,,,,,,,,,,,,,
12801,1998-12-25 02:00,0.3,,1.0,20.0,,,,,,,,,,,,,,,,,,,,
12802,1998-12-25 03:00,-0.5,,1.5,50.0,71.0,4.2,-5.0,1014.0,1025.0,,,,,0.0,0.0,,,1500.0,0.0,-10.2,0.0,1.4,2.7,3.6
12803,1998-12-25 04:00,-0.9,,1.3,50.0,,,,,,,,,,,,,,,,,,,,
12804,1998-12-25 05:00,-1.2,,1.3,50.0,,,,,,,,,,,,,,,,,,,,
12805,1998-12-25 06:00,-1.3,,0.7,20.0,80.0,4.4,-4.4,1013.3,1024.3,,,,,0.0,0.0,,,1500.0,,,,,,
12806,1998-12-25 07:00,-1.2,,0.7,290.0,,,,,,,,,,,,,,,,,,,,
12807,1998-12-25 08:00,-1.5,,1.0,290.0,,,,,,0.0,0.0,,,,,,,,,,,,,
12808,1998-12-25 09:00,-1.0,,1.7,50.0,84.0,4.8,-3.3,1013.7,1024.7,0.9,0.08,,,4.0,0.0,Ci,,1000.0,0.0,-2.9,-0.6,1.0,2.4,3.3
12809,1998-12-25 10:00,0.7,,2.0,70.0,,,,,,0.9,0.31,,,,,,,,,,,,,
12810,1998-12-25 11:00,2.3,,1.2,70.0,,,,,,1.0,0.73,,,,,,,,,,,,,
12811,1998-12-25 12:00,4.7,,2.2,230.0,52.0,4.4,-4.4,1012.3,1023.1,1.0,1.09,,,0.0,0.0,,,450.0,,,,,,
12812,1998-12-25 13:00,6.1,,2.7,270.0,,,,,,0.9,1.22,,,,,,,,,,,,,
12813,1998-12-25 14:00,6.5,,3.0,290.0,,,,,,1.0,1.11,,,,,,,,,,,,,
12814,1998-12-25 15:00,6.5,,5.7,290.0,52.0,5.0,-2.7,1010.7,1021.3,0.4,0.73,,,9.0,0.0,Ci,,800.0,0.0,4.7,1.5,1.3,2.3,3.2
12815,1998-12-25 16:00,6.0,,2.8,290.0,,,,,,0.0,0.34,,,,,,,,,,,,,
12816,1998-12-25 17:00,5.4,,2.5,320.0,,,,,,0.0,0.1,,,,,,,,,,,,,
12817,1998-12-25 18:00,4.9,,2.5,320.0,67.0,5.9,-0.5,1011.3,1022.0,,0.0,,,7.0,0.0,Ci,,800.0,,,,,,
12818,1998-12-25 19:00,4.5,,0.2,0.0,,,,,,,,,,,,,,,,,,,,
12819,1998-12-25 20:00,4.2,,1.0,250.0,,,,,,,,,,,,,,,,,,,,
12820,1998-12-25 21:00,3.8,,1.0,320.0,74.0,6.0,-0.2,1011.0,1021.7,,,,,4.0,0.0,Ci,,800.0,0.0,0.0,1.0,2.0,2.7,3.5
12821,1998-12-25 22:00,3.3,,1.3,320.0,,,,,,,,,,,,,,,,,,,,
12822,1998-12-25 23:00,3.1,,1.3,340.0,,,,,,,,,,,,,,,,,,,,
